institutionCode,datasetName,individualCount,year processed,month processed,class processed,order processed,family processed,genus processed,vernacularName processed,scientificName processed
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2016,10,Gastropoda,Pulmonata,Limacidae,Limax,Leopard Slug,Limax maximus
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,Oct-99,1990,7,Gastropoda,Hygrophila,Physidae,,,Physidae
Joint Nature Conservation Committee,,C,1979,6,Gastropoda,,Calliostomatidae,Calliostoma,,Calliostoma
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Agriolimacidae,Deroceras,Marsh Slug,Deroceras (Deroceras) laeve
Natural Resources Wales,,N,2008,9,Bivalvia,Veneroida,Cardiidae,Cerastoderma,Common Cockle,Cerastoderma edule
Natural Resources Wales,,,2003,4,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Common Periwinkle,Littorina littorea
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Carychiidae,Carychium,Long-toothed Herald Snail,Carychium tridentatum
NRW,Welsh Invertebrate Database (WID),12,2002,9,Gastropoda,Hygrophila,Lymnaeidae,Radix,Wandering Snail,Radix balthica
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,3,2016,4,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,100-999,1990,10,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Natural Resources Wales,,R,1996,10,Bivalvia,Nuculida,Nuculidae,Nucula,,Nucula nucleus
Natural Resources Wales,,,2004,7,Gastropoda,,Trochidae,Gibbula,Grey Top Shell,Steromphala cineraria
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1997,6,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1993,4,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2003,9,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
Seasearch,Seasearch Marine Surveys in Wales,,2009,6,Cephalopoda,Myopsida,Loliginidae,Loligo,,Loligo
Joint Nature Conservation Committee,,S,1982,8,Gastropoda,,Patellidae,Patella,Common Limpet,Patella vulgata
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1997,6,Gastropoda,,Patellidae,Patella,Common Limpet,Patella vulgata
SEWBReC,SEWBReC Molluscs (South Wales),,2007,5,Gastropoda,Hygrophila,Lymnaeidae,Radix,Wandering Snail,Radix balthica
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Carychiidae,Carychium,Long-toothed Herald Snail,Carychium tridentatum
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2005,7,Gastropoda,Pulmonata,Succineidae,Oxyloma,Pfeiffer's Amber Snail,Oxyloma (Oxyloma) elegans
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2014,10,Bivalvia,Veneroida,Cardiidae,Cerastoderma,Common Cockle,Cerastoderma edule
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2015,7,Gastropoda,Pulmonata,Agriolimacidae,Deroceras,Netted Field Slug,Deroceras (Deroceras) reticulatum
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1911,,Gastropoda,Pulmonata,Vertiginidae,Vertigo,Common Whorl Snail,Vertigo (Vertigo) pygmaea
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1992,4,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
Natural Resources Wales,,43,2007,6,Bivalvia,Veneroida,Cardiidae,Cerastoderma,Common Cockle,Cerastoderma edule
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1994,8,Bivalvia,Veneroida,Tellinidae,Macomangulus,Thin Tellin,Macomangulus tenuis
Seasearch,Seasearch Marine Surveys in Wales,,2011,5,Gastropoda,Littorinimorpha,Triviidae,Trivia,Spotted Cowrie,Trivia monacha
SEWBReC,NRW Regional Data : South East Wales Non-Sensitive Species Records,,1973,,Gastropoda,,Patellidae,Patella,Common Limpet,Patella vulgata
Natural Resources Wales,,323,2008,4,Bivalvia,Veneroida,Semelidae,Abra,,Abra
Natural Resources Wales,,17,2008,12,Gastropoda,Littorinimorpha,Hydrobiidae,Peringia,Laver Spire Shell,Peringia ulvae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2009,4,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1998,5,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1990,7,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2000,9,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Natural Resources Wales,,,2000,5,Bivalvia,Veneroida,Tellinidae,Limecola,Baltic Tellin,Limecola balthica
Natural Resources Wales,,51,2010,6,Bivalvia,Veneroida,Mactridae,,,Mactridae
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1981,7,Gastropoda,Pulmonata,,Lauria,Common Chrysalis Snail,Lauria (Lauria) cylindracea
Natural Resources Wales,,15,2005,8,Bivalvia,Veneroida,Mactridae,Spisula,,Spisula elliptica
Natural Resources Wales,,,2000,9,Gastropoda,Cycloneritimorpha,Neritidae,Theodoxus,Freshwater Nerite,Theodoxus fluviatilis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,20,2015,11,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
Joint Nature Conservation Committee,,2400,1978,7,Gastropoda,Littorinimorpha,Hydrobiidae,Peringia,Laver Spire Shell,Peringia ulvae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2014,9,Gastropoda,Hygrophila,Lymnaeidae,Radix,Wandering Snail,Radix balthica
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2008,4,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,Oct-99,1994,10,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1991,10,Bivalvia,Pectinoida,Pectinidae,Pecten,Great Scallop,Pecten maximus
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,30,2003,4,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
SEWBReC,SEWBReC Molluscs (South Wales),,1987,8,Gastropoda,Hygrophila,Planorbidae,Anisus,White-lipped Ramshorn,Anisus (Anisus) leucostoma
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,132,2018,10,Gastropoda,Hygrophila,Lymnaeidae,Radix,Wandering Snail,Radix balthica
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (fossil & subfossil records),,1978,,Gastropoda,Pulmonata,Succineidae,Succinella,Small Amber Snail,Succinella oblonga
SEWBReC,NRW Regional Data : South East Wales Non-Sensitive Species Records,,2002,4,Gastropoda,Neogastropoda,Muricidae,Nucella,Dog Whelk,Nucella lapillus
Natural Resources Wales,,,1998,4,Gastropoda,Littorinimorpha,Littorinidae,Littorina,,Littorina obtusata/fabalis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2007,3,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
SEWBReC,SEWBReC Molluscs (South Wales),,2016,1,Gastropoda,Pulmonata,Limacidae,Limax,Leopard Slug,Limax maximus
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1969,2,Gastropoda,Pulmonata,Oxychilidae,Aegopinella,Clear Glass Snail,Aegopinella pura
Seasearch,Seasearch Marine Surveys in Wales,,2009,4,Gastropoda,,Trochidae,Gibbula,Grey Top Shell,Steromphala cineraria
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2004,6,Gastropoda,,Valvatidae,,,Valvatidae
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1995,10,Bivalvia,Veneroida,Donacidae,Donax,Banded wedge-shell,Donax vittatus
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,Oct-99,1995,5,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,5,2005,9,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,Oct-99,1990,4,Gastropoda,Hygrophila,Physidae,,,Physidae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,30,2003,10,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2002,4,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Common Periwinkle,Littorina littorea
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2012,7,Gastropoda,Hygrophila,Physidae,Physa,Bladder snails,Physa
Joint Nature Conservation Committee,,F,1995,11,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Rough Periwinkle,Littorina saxatilis/arcana
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,70,2017,11,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (rare and scarce species),,1991,3,Gastropoda,Pulmonata,Boettgerillidae,Boettgerilla,Worm Slug,Boettgerilla pallens
Natural Resources Wales,,,1985,8,Gastropoda,Pulmonata,Euconulidae,Euconulus,,Euconulus (Euconulus) cf. alderi
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1990,7,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Natural Resources Wales,,1,2007,3,Bivalvia,Mytiloida,Mytilidae,Mytilus,Blue Mussel,Mytilus edulis
NRW,Welsh Invertebrate Database (WID),,1977,3,Gastropoda,Hygrophila,Planorbidae,Anisus,Whirlpool Ramshorn,Anisus (Disculifer) vortex
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1670,,Gastropoda,Pulmonata,Milacidae,Milax,Smooth Jet Slug,Milax gagates
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Bivalvia,Veneroida,Sphaeriidae,Pisidium,Short-ended Pea Mussel,Pisidium subtruncatum
Natural Resources Wales,,P,1993,5,Bivalvia,Veneroida,Lasaeidae,Lasaea,,Lasaea adansoni
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2011,9,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2019,2,Gastropoda,Hygrophila,Lymnaeidae,Stagnicola,Marsh Pond Snail,Stagnicola palustris/fuscus/corvus
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2016,5,Gastropoda,Pulmonata,Succineidae,Succinea,Large Amber Snail,Succinea putris
SEWBReC,NRW Regional Data : South East Wales Non-Sensitive Species Records,,2001,7,Bivalvia,Veneroida,Cardiidae,Cerastoderma,Common Cockle,Cerastoderma edule
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1999,9,Bivalvia,Veneroida,Sphaeriidae,Pisidium,Porous Pea Mussel,Pisidium obtusale
Natural Resources Wales,,17,2007,8,Gastropoda,,Trochidae,Gibbula,Flat Top Shell,Steromphala umbilicalis
BIS,Natural Resources Wales Regional Data : Mid-Wales,,1975,,Gastropoda,Littorinimorpha,Tateidae,Potamopyrgus,Jenkins' Spire Snail,Potamopyrgus antipodarum
Joint Nature Conservation Committee,,A,1995,6,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Rough Periwinkle,Littorina saxatilis/arcana
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Arionidae,Arion,Brown Soil Slug,Arion (Kobeltia) distinctus
SEWBReC,SEWBReC Molluscs (South Wales),,2016,1,Gastropoda,Pulmonata,Gastrodontidae,Zonitoides,Hollowed Glass Snail,Zonitoides (Zonitoides) excavatus
Natural Resources Wales,,P,2014,4,Gastropoda,,Patellidae,Patella,Common Limpet,Patella vulgata
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2002,3,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,2,2011,11,Gastropoda,Hygrophila,Physidae,,,Physidae
Joint Nature Conservation Committee,,A,1988,4,Bivalvia,Mytiloida,Mytilidae,Mytilus,Blue Mussel,Mytilus edulis
NRW,Welsh Invertebrate Database (WID),2,1987,10,Gastropoda,Pulmonata,Helicidae,Cepaea,Brown-lipped Snail,Cepaea (Cepaea) nemoralis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2017,1,Gastropoda,Pulmonata,Trigonochlamydidae,Selenochlamys,Ghost Slug,Selenochlamys ysbryda
Seasearch,Seasearch Marine Surveys in Wales,,2012,6,Gastropoda,Nudibranchia,Proctonotidae,Janolus,,Janolus cristatus
Porcupine Marine Natural History Society,Marine flora and fauna records from the North-east Atlantic,,1999,10,Polyplacophora,Chitonida,Lepidochitonidae,Lepidochitona,,Lepidochitona (Lepidochitona) cinerea
Natural Resources Wales,,1,2007,9,Bivalvia,Veneroida,Cardiidae,Parvicardium,,Parvicardium scabrum
Natural Resources Wales,,P,2004,9,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Common Periwinkle,Littorina littorea
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,20,2003,9,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1990,3,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,2,2000,9,Gastropoda,Hygrophila,Physidae,,,Physidae
SEWBReC,SEWBReC Molluscs (South Wales),,2015,9,Gastropoda,Pulmonata,Succineidae,Succinea,Large Amber Snail,Succinea putris
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1895,,Bivalvia,Veneroida,Sphaeriidae,Pisidium,Short-ended Pea Mussel,Pisidium subtruncatum
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2015,8,Gastropoda,Pulmonata,Hygromiidae,Hygromia,Girdled Snail,Hygromia (Hygromia) cinctella
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,3,2003,8,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
SEWBReC,NRW Regional Data : South East Wales Non-Sensitive Species Records,,1998,10,Gastropoda,Pulmonata,Vertiginidae,Vertigo,Common Whorl Snail,Vertigo (Vertigo) pygmaea
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2008,8,Gastropoda,Pulmonata,Succineidae,Succinea,Large Amber Snail,Succinea putris
Joint Nature Conservation Committee,,A,1982,7,Gastropoda,,Patellidae,Patella,Common Limpet,Patella vulgata
SEWBReC,SEWBReC Molluscs (South Wales),,2007,5,Gastropoda,Hygrophila,Physidae,Aplexa,Moss Bladder Snail,Aplexa hypnorum
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1854,7,Gastropoda,,Patellidae,Patella,Blue rayed limpet,Patella pellucida
SEWBReC,SEWBReC Molluscs (South Wales),,2016,4,Gastropoda,Littorinimorpha,Bithyniidae,Bithynia,Common Bithynia,Bithynia tentaculata
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,1997,12,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2001,,Gastropoda,Pulmonata,Hygromiidae,Trochulus,Strawberry Snail,Trochulus (Trochulus) striolatus
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2006,4,Gastropoda,Neogastropoda,Mangeliidae,Mangelia,,Mangelia costata
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2012,1,Gastropoda,Pulmonata,Hygromiidae,Trochulus,Strawberry Snail,Trochulus (Trochulus) striolatus
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1972,2,Gastropoda,Pulmonata,Punctidae,Punctum,Dwarf Snail,Punctum (Punctum) pygmaeum
West Wales Biodiversity Information Centre,,,1986,1,Gastropoda,Pulmonata,Arionidae,Arion,,Arion (Carinarion) circumscriptus
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Hygrophila,Lymnaeidae,Radix,Ear Pond Snail,Radix auricularia
,,O,2015,10,Gastropoda,,Calliostomatidae,Calliostoma,Painted top shell,Calliostoma zizyphinum
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Limacidae,Limacus,,Limacus agg.
Joint Nature Conservation Committee,,50,1978,7,Bivalvia,Veneroida,Tellinidae,Limecola,Baltic Tellin,Limecola balthica
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1989,7,Bivalvia,Carditoida,Astartidae,Astarte,,Astarte sulcata
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,100-999,1990,10,Gastropoda,Hygrophila,Planorbidae,,Indet. Ramshorn,Planorbidae
Natural Resources Wales,,R,1982,4,Gastropoda,[unassigned] Caenogastropoda,Turritellidae,Turritella,Auger Shell,Turritella communis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Oxychilidae,Aegopinella,Clear Glass Snail,Aegopinella pura
Joint Nature Conservation Committee,,F,1997,5,Gastropoda,,Patellidae,Patella,Blue rayed limpet,Patella pellucida
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1995,4,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Pristilomatidae,Vitrea,Crystal Snail,Vitrea crystallina
Cofnod,Miscellaneous records held on the Cofnod database,,2016,7,Gastropoda,,Patellidae,Patella,Blue rayed limpet,Patella pellucida
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2013,3,Gastropoda,Hygrophila,Lymnaeidae,Radix,Wandering Snail,Radix balthica
