Name,Lab,Range,Country,Local authority,Material,Technique,Description of site,Reservations,Certificate
Hendre,CAR-1278,3020BC - 2620BC,Wales,Flintshire,Charcoal,Radiometric,Late Neolithic features associated with a natural mound.,,N
Hendre,CAR-1279,2570BC - 2130BC,Wales,Flintshire,Charcoal (alder),Radiometric,Late Neolithic features associated with a natural mound.,,N
Moel Arthur,SUERC-49808,2620BC - 2460BC,Wales,Flintshire,Charcoal (alder),AMS,Hillfort (Bevan pers comm 2017).,,N
Moel Llys y coed,Beta-234072,,Wales,Flintshire,Peat,[Not recorded],"Palaeoenvironmental study of a small basin mire (Grant 2008, 4).",,N
Moel Llys y coed,Beta-234073,7070BC - 6680BC,Wales,Flintshire,Wood (twig),[Not recorded],Palaeoenvironmental study of a small basin mire.,,N
Moel Llys y coed,Beta-253414,AD640 - AD770,Wales,Flintshire,Peat,[Not recorded],Palaeoenvironmental study of a small basin mire.,,N
Moel Llys y coed,Beta-253802,4720BC - 4450BC,Wales,Flintshire,Peat,[Not recorded],Palaeoenvironmental study of a small basin mire.,,N
"Moel y Gaer, Rhosesmor",HAR-1122,410BC - 50BC,Wales,Flintshire,"Charcoal (Common hazel, hawthorn, both c. 10 years old)",Radiometric,Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",HAR-1123,900BC - 390BC,Wales,Flintshire,"Charcoal (oak, >40 years old; Common hazel, 10 years old)",Radiometric,Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",HAR-1125,840BC - 190BC,Wales,Flintshire,"Charcoal (oak, Common hazel, both 10 years or older)",Radiometric,Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",HAR-1126,840BC - 390BC,Wales,Flintshire,"Charcoal (Common hazel, c. 10 years old)",Radiometric,Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",HAR-1127,970BC - 760BC,Wales,Flintshire,"Charcoal (oak, >50 years old)",Radiometric,Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",HAR-1195,2200BC - 1660BC,Wales,Flintshire,"Charcoal (Common hazel, c. 7 year old)",Radiometric,Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",HAR-1196,800BC - 360BC,Wales,Flintshire,"Charcoal (Common hazel, c. 7 year old)",Radiometric,Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",HAR-1197,900BC - 400BC,Wales,Flintshire,"Charcoal (Common hazel, c. 10 year old; fragments of oak and hawthorn)",Radiometric,Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",HAR-1293,770BC - 200BC,Wales,Flintshire,"Charcoal (Common hazel, European ash, Populus sp, all c. 10 years old)",Radiometric,Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",HAR-1294,770BC - 260BC,Wales,Flintshire,"Charcoal (Common hazel >10 years old, oak 20 - 50 years old)",Radiometric,Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",HAR-1295,410BC - 50BC,Wales,Flintshire,Charcoal,Radiometric,Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",HAR-1353,790BC - 250BC,Wales,Flintshire,"Charcoal (Common hazel <20 years old, oak c. 25 years old, ash c. 10 years old)",Radiometric,Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",HAR-1562,370BC - AD50,Wales,Flintshire,"Charcoal (Common hazel, c. 5 years growth)",Radiometric,Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",HAR-600,1060BC - 790BC,Wales,Flintshire,[Not recorded],Radiometric,Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",HAR-603,410BC - 40BC,Wales,Flintshire,"Charcoal (Common hazel, c. 5 years growth)",Radiometric,Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",HAR-604,840BC - 400BC,Wales,Flintshire,Charcoal,Radiometric,Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",HAR-605,2200BC - 1690BC,Wales,Flintshire,Charcoal,Radiometric,Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",HAR-606,840BC - 500BC,Wales,Flintshire,Charcoal,Radiometric,Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",SRR-494,430BC - 230BC,Wales,Flintshire,Charcoal,[Not recorded],Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",SRR-495,2130BC - 1880BC,Wales,Flintshire,Charcoal,[Not recorded],Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",SRR-496,AD20 - AD250,Wales,Flintshire,Charcoal,[Not recorded],Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",SRR-497,3800BC - 3640BC,Wales,Flintshire,Charcoal,[Not recorded],Iron Age hillfort with numerus internal structures.,,N
"Moel y Gaer, Rhosesmor",SRR-498,1280BC - 1050BC,Wales,Flintshire,Charcoal,[Not recorded],Iron Age hillfort with numerus internal structures.,,N
Pentrehobin,SUERC-32382,2350BC - 2140BC,Wales,Flintshire,"Charcoal (oak, timber)",[Not recorded],44m diameter ring ditch with internal features including a possible oak coffin.,,N
Talacre,OxA-12899,AD660 - AD870,Wales,Flintshire,Bone (human),AMS,Funerary site.,,N
Whitford Dyke,SUERC-44519,AD1660 - AD1950,Wales,Flintshire,Charcoal (gorse),AMS,Early medieval short dyke.,,N
Whitford Dyke,SUERC-44520,,Wales,Flintshire,Charcoal (ash),AMS,"Early medieval short dyke (Jones et al 2013, 2).",,N
Fenn's Moss,[Lab code not known],770BC - 110BC,Wales,Wrexham,Wood (pine),[Not recorded],Palaeoenvironmental study of humified layers in peat bogs.,,N
"Fenn's Moss, site A",Q-392,AD1210 - AD1440,Wales,Wrexham,Peat,[Not recorded],Palaeoenvironmental study of humified layers in peat bogs.,,N
"Fenn's Moss, site A",Q-393,AD1040 - AD1410,Wales,Wrexham,Peat,[Not recorded],Palaeoenvironmental study of humified layers in peat bogs.,,N
"Fenn's Moss, site B",Q-434,AD80 - AD620,Wales,Wrexham,Peat,[Not recorded],Palaeoenvironmental study of humified layers in peat bogs.,,N
"Fenn's Moss, site B",Q-435,60BC - AD420,Wales,Wrexham,Peat,[Not recorded],Palaeoenvironmental study of humified layers in peat bogs.,,N
Holt,Birm-726,2280BC - 1530BC,Wales,Wrexham,Charcoal,Radiometric,"Late Neolithic and Beaker site, overlain by ring ditches and a ditched enclosure.",,N
Offa's Dyke,SUERC-51224,AD880 - AD1020,Wales,Wrexham,Charcoal (hazel),AMS,Early medieval dyke.,,N
Offa's Dyke,SUERC-51225,AD540 - AD660,Wales,Wrexham,Charcoal (hazel),AMS,Early medieval dyke.,,N
Offa's Dyke,SUERC-51226,AD470 - AD660,Wales,Wrexham,Charcoal (hazel),AMS,Early medieval dyke.,,N
Offa's Dyke,SUERC-51230,AD430 - AD650,Wales,Wrexham,Charcoal (alder),AMS,Early medieval dyke.,,N
"Aber Camddwr, site 2",CAR-995,1420BC - 1000BC,Wales,Ceredigion,Charcoal (wood),Radiometric,"Kerbed cairn with annexe, orthostats and charcoal-filled pits.",,N
"Aber Camddwr, site 2",CAR-996,1290BC - 900BC,Wales,Ceredigion,Charcoal (wood),Radiometric,"Kerbed cairn with annexe, orthostats and charcoal-filled pits.",,N
"Aber Camddwr, site 2",CAR-997,1640BC - 1300BC,Wales,Ceredigion,Charcoal (wood),Radiometric,"Kerbed cairn with annexe, orthostats and charcoal-filled pits.",,N
Abermagwr,SUERC-46233 (GU-30349),AD80 - AD240,Wales,Ceredigion,Charcoal (hazel),AMS,"Roman villa set in double ditched enclosure (Davies and Driver 2018, 143).",,N
Abermagwr,SUERC-46234 (GU-30350),AD80 - AD250,Wales,Ceredigion,Charcoal (oak),AMS,"Roman villa set in double ditched enclosure (Davies and Driver 2018, 143).",,N
Abermagwr,SUERC-65621 (GU-39884),AD140 - AD390,Wales,Ceredigion,Charcoal (hazel),AMS,"Roman villa set in double ditched enclosure (Davies and Driver 2018, 143).",,N
Banc Nant Rhys,SRR-2072,2900BC - 2570BC,Wales,Ceredigion,Peat,[Not recorded],Palaeoenvironmental study of 2m deep peat at a watershed site.,,N
Banc Nant Rhys,SRR-2073,2860BC - 2460BC,Wales,Ceredigion,Peat,[Not recorded],Palaeoenvironmental study of 2m deep peat at a watershed site.,,N
Banc Nant Rhys,SRR-2074,2570BC - 2050BC,Wales,Ceredigion,Peat,[Not recorded],Palaeoenvironmental study of 2m deep peat at a watershed site (Harkness et al 1997).,,N
Banc Tynddol,OxA-12955,AD260 - AD430,Wales,Ceredigion,[Not recorded],AMS,Excavation of what is believed to have been a disturbed inhumatiom burial.,,N
Banc Tynddol,OxA-12956,AD680 - AD770,Wales,Ceredigion,Charcoal (oak),AMS,Excavation of what is believed to have been a disturbed inhumatiom burial.,,N
Banc Tynddol,OxA-12983,8220BC - 7750BC,Wales,Ceredigion,Charcoal,AMS,Excavation of what is believed to have been a disturbed inhumatiom burial.,,N
Banc y Darren,[Lab code not known],AD1420 - AD1630,Wales,Ceredigion,"Wood (heather, roots)",[Not recorded],Hillfort with associated mine workings.,,N
Banc y Darren,[Lab code not known],410BC - 200BC,Wales,Ceredigion,Charcoal,[Not recorded],Hillfort with associated mine workings.,,N
Banc-y-Warren,I-2559,,Wales,Ceredigion,Sediment (organic),[Not recorded],Fluvioglacial deposits exposed in a quarry.,,N
Banc-y-Warren,I-2564,,Wales,Ceredigion,Wood,[Not recorded],Fluvioglacial deposits exposed in a quarry.,,N
Banc-y-Warren,I-2802,,Wales,Ceredigion,Sediment (organic),[Not recorded],"Kame complex (Buckley and Willis 1969, 65).",,N
Blaenporth,Beta-213001,AD710 - AD1000,Wales,Ceredigion,Charcoal,[Not recorded],Excavation of a possible corn drier.,,N
Borth  / Ynyslas,HAR-1016,AD390 - AD660,Wales,Ceredigion,[Not recorded],Radiometric,Palaeoenvironmental study of coastal deposits.,,N
Borth  / Ynyslas,HAR-1017,1490BC - 1110BC,Wales,Ceredigion,[Not recorded],Radiometric,Palaeoenvironmental study of coastal deposits.,,N
Borth  / Ynyslas,HAR-1018,2400BC - 1940BC,Wales,Ceredigion,[Not recorded],Radiometric,Palaeoenvironmental study of coastal deposits.,,N
Borth  / Ynyslas,HAR-1019,3640BC - 3350BC,Wales,Ceredigion,[Not recorded],Radiometric,Palaeoenvironmental study of coastal deposits.,,N
Borth  / Ynyslas,HAR-1020,4230BC - 3710BC,Wales,Ceredigion,[Not recorded],Radiometric,Palaeoenvironmental study of coastal deposits.,,N
Borth [Harkness and Wilson 1979],SRR-377,AD770 - AD1030,Wales,Ceredigion,"Wood (Pinus, cellulose)",[Not recorded],Palaeoenvironmental study of a drainage ditch exposure of the River Leri.,,N
Borth [Harkness and Wilson 1979],SRR-378,AD670 - AD950,Wales,Ceredigion,"Wood (Pinus, cellulose)",[Not recorded],Palaeoenvironmental study of a drainage ditch exposure of the River Leri.,,N
Borth Bog [Godwin and Willis 1964],Q-712,1420BC - 810BC,Wales,Ceredigion,Peat,[Not recorded],Palaeoenvironmental study of peat bog.,,N
Borth Bog [Mighall et al 2009],Beta-180084,2140BC - 1880BC,Wales,Ceredigion,[Not recorded],[Not recorded],Palaeoenvironmental study of metal pollution in a raised bog.,,N
Borth Bog [Mighall et al 2009],Poz-17099,AD130 - AD350,Wales,Ceredigion,[Not recorded],[Not recorded],Palaeoenvironmental study of metal pollution in a raised bog.,,N
Borth Bog [Mighall et al 2009],Poz-25313,AD1020 - AD1190,Wales,Ceredigion,[Not recorded],[Not recorded],Palaeoenvironmental study of metal pollution in a raised bog.,,N
Borth Bog [Mighall et al 2009],Poz-25314,390BC - 190BC,Wales,Ceredigion,[Not recorded],[Not recorded],Palaeoenvironmental study of metal pollution in a raised bog.,,N
Borth Bog [Mighall et al 2009],Poz-25353,1030BC - 840BC,Wales,Ceredigion,[Not recorded],[Not recorded],Palaeoenvironmental study of metal pollution in a raised bog.,,N
Bryn Cysegrfan,CAR-317,AD1280 - AD1450,Wales,Ceredigion,Charcoal (vegetation),Radiometric,Excavation of a pillow mound.,,N
Bryn Maen Caerau,CAR-1070,810BC - 400BC,Wales,Ceredigion,Charcoal,Radiometric,Polygonal defended enclosure.,,N
Bryn Maen Caerau,CAR-1071,3710BC - 3370BC,Wales,Ceredigion,Charcoal,Radiometric,Polygonal defended enclosure.,,N
Bryn Maen Caerau,CAR-1229,1620BC - 1280BC,Wales,Ceredigion,Charcoal,Radiometric,Polygonal defended enclosure.,,N
Bryn Maen Caerau,CAR-1497A,2120BC - 1680BC,Wales,Ceredigion,Charcoal,Radiometric,Polygonal defended enclosure.,,N
Bryn Maen Caerau,CAR-1497B,1940BC - 1560BC,Wales,Ceredigion,Charcoal,Radiometric,Polygonal defended enclosure.,,N
Bryniau Pica,AA-27632,50BC - AD130,Wales,Ceredigion,Peat,[Not recorded],"Palaeoecological study of a 60ha blanket mire on a saddle between two hills (Buckley 2000, 70).",,N
Bryniau Pica,AA-27633,1490BC - 1230BC,Wales,Ceredigion,Peat,[Not recorded],"Palaeoecological study of a 60ha blanket mire on a saddle between two hills (Buckley 2000, 70).",,N
Bryniau Pica,AA-27634,3980BC - 3700BC,Wales,Ceredigion,Peat,[Not recorded],"Palaeoecological study of a 60ha blanket mire on a saddle between two hills (Buckley 2000, 70).",,N
Bryniau Pica,AA-27636,8550BC - 8240BC,Wales,Ceredigion,Peat,[Not recorded],"Palaeoecological study of a 60ha blanket mire on a saddle between two hills (Buckley 2000, 70).",,N
Bryniau Pica,AA-28998,8700BC - 8290BC,Wales,Ceredigion,Peat,[Not recorded],"Palaeoecological study of a 60ha blanket mire on a saddle between two hills (Buckley 2000, 70).",,N
Bryniau Pica,AA-28999,5220BC - 4850BC,Wales,Ceredigion,Peat,[Not recorded],"Palaeoecological study of a 60ha blanket mire on a saddle between two hills (Buckley 2000, 70).",,N
Caer Cadwgan,CAR-968,760BC - 230BC,Wales,Ceredigion,Charcoal,Radiometric,Iron Age hillfort.,,N
Caer Cadwgan,CAR-969,890BC - 510BC,Wales,Ceredigion,Charcoal,Radiometric,Iron Age hillfort.,,N
Capel Bangor,[Lab code not known],AD1160 - AD1460,Wales,Ceredigion,"Wood (oak, trunk)",[Not recorded],Study of channel sediments of the Rheidol Valley.,,N
Capel Bangor,Q-2424,1120BC - 800BC,Wales,Ceredigion,"Wood (alder, trunk)",[Not recorded],Study of channel sediments of the Rheidol Valley.,,N
Clarach,GU-662,4770BC - 4070BC,Wales,Ceredigion,Wood (oak),[Not recorded],Palaeoenvironmental study of coastal deposits.,,N
Clarach,HAR-1579,2480BC - 1980BC,Wales,Ceredigion,[Not recorded],Radiometric,Palaeoenvironmental study of coastal deposits.,,N
"Clarach Bay, borehole 1",[Lab code not known],2470BC - 1970BC,Wales,Ceredigion,[Not recorded],[Not recorded],Palaeoenvironmental study of submerged forest.,,N
"Clarach Bay, borehole 1",[Lab code not known],8630BC - 7720BC,Wales,Ceredigion,[Not recorded],[Not recorded],Palaeoenvironmental study of submerged forest.,,N
"Clarach Bay, borehole 1",HAR-1572,AD680 - AD1030,Wales,Ceredigion,"Charcoal (Common hazel, c. 5 years growth)",Radiometric,Palaeoenvironmental study of submerged forest.,,N
"Clarach Bay, borehole 1",HAR-1575,890BC - 400BC,Wales,Ceredigion,[Not recorded],Radiometric,Palaeoenvironmental study of submerged forest.,,N
"Clarach Bay, borehole 1",HAR-1576,3360BC - 2880BC,Wales,Ceredigion,[Not recorded],Radiometric,Palaeoenvironmental study of submerged forest.,,N
"Clarach Bay, borehole 1",HAR-299,4230BC - 3700BC,Wales,Ceredigion,[Not recorded],Radiometric,Palaeoenvironmental study of submerged forest.,,N
"Clarach Bay, borehole 1",HAR-300,4240BC - 3770BC,Wales,Ceredigion,[Not recorded],Radiometric,Palaeoenvironmental study of submerged forest.,,N
"Clarach Bay, borehole 1",HAR-301,4790BC - 4370BC,Wales,Ceredigion,[Not recorded],Radiometric,Palaeoenvironmental study of submerged forest.,,N
"Clarach Bay, borehole 1",HAR-303,16620BC - 7570BC,Wales,Ceredigion,[Not recorded],Radiometric,Palaeoenvironmental study of submerged forest.,,N
"Clarach Bay, borehole 4",HAR-1128,4850BC - 4360BC,Wales,Ceredigion,[Not recorded],Radiometric,Palaeoenvironmental study of submerged forest.,,N
"Clarach Bay, borehole 4",HAR-874,4350BC - 3530BC,Wales,Ceredigion,Wood,Radiometric,Palaeoenvironmental study of submerged forest.,,N
Clarach Beach,NPL-113,5200BC - 4620BC,Wales,Ceredigion,"Wood (pine, stump or root - conflict in records)",[Not recorded],Palaeoenvironmental study of submerged forest.,,N
"Cledlyn Valley, Pingo U",Birm-488a,9820BC - 8310BC,Wales,Ceredigion,Sediment (organic),Radiometric,Augered samples from sediment filling collapsed pingo.,,N
"Cledlyn Valley, Pingo U",Birm-488b,10780BC - 8610BC,Wales,Ceredigion,"Sediment (organic, humate extract)",Radiometric,"Palynological analysis of the basal sediment of a c. 80 - 100m diameter pingu (Handa and Moore 1976, 205).",,N
"Cledlyn Valley, Pingo U",Birm-489a,10740BC - 9170BC,Wales,Ceredigion,Sediment (organic),Radiometric,Augered samples from sediment filling collapsed pingo.,,N
"Cledlyn Valley, Pingo U",Birm-489b,10760BC - 8750BC,Wales,Ceredigion,"Sediment (organic, humate extract)",Radiometric,Augered samples from sediment filling collapsed pingo.,,N
"Cledlyn Valley, Pingo W",Birm-367,9300BC - 7310BC,Wales,Ceredigion,Peat,Radiometric,Palaeoenvironmental study of the basal sediment of a c. 65 - 85m diameter pingu.,,N
"Cledlyn Valley, Pingo W",Birm-368,9760BC - 7730BC,Wales,Ceredigion,Sediment (organic),Radiometric,Palaeoenvironmental study of the basal sediment of a c. 65 - 85m diameter pingu.,,N
"Cledlyn Valley, Pingo W",Birm-369,8800BC - 7460BC,Wales,Ceredigion,Peat,Radiometric,Palaeoenvironmental study of the basal sediment of a c. 65 - 85m diameter pingu.,,N
"Cledlyn, Pingo M",Birm-485a,9360BC - 7070BC,Wales,Ceredigion,Sediment (organic),Radiometric,Augered samples from sediment filling collapsed pingo.,,N
"Cledlyn, Pingo M",Birm-485b,9870BC - 8240BC,Wales,Ceredigion,"Sediment (organic, humate extract)",Radiometric,Augered samples from sediment filling collapsed pingo.,,N
"Cledlyn, Pingo M",Birm-486a,10060BC - 8560BC,Wales,Ceredigion,Sediment (organic),Radiometric,Augered samples from sediment filling collapsed pingo.,,N
"Cledlyn, Pingo M",Birm-486b,9280BC - 8270BC,Wales,Ceredigion,"Sediment (organic, humate extract)",Radiometric,Augered samples from sediment filling collapsed pingo.,,N
"Cledlyn, Pingo M",Birm-487a,8710BC - 7080BC,Wales,Ceredigion,Sediment (organic),Radiometric,Augered samples from sediment filling collapsed pingo.,,N
"Cledlyn, Pingo M",Birm-487b,9300BC - 8280BC,Wales,Ceredigion,"Sediment (organic, humate extract)",Radiometric,Augered samples from sediment filling collapsed pingo.,,N
"Cletwr Valley, Pingo I",Birm-388,10680BC - 9240BC,Wales,Ceredigion,Sediment (organic),Radiometric,Palaeoenvironmental study of the basal sediment of a c. 100 x 70m  pingu.,,N
