Name,Lab,Range,Country,Local authority,Material,Technique,Description of site,Reservations,Certificate,,Enw,Lab,Maes,Gwlad,Awdurdod Lleol,Deunydd,Techneg,Disgrifiad o'r safle,Amheuon,Tystysgrif
Malltraeth Tregarnedd Bach,Hv-17818,6660BC - 5910BC,Wales,Isle of Anglesey,Peat,[Not recorded],Palaeoenvironmental study of coastal deposits.,,N,,Malltraeth Tregarnedd Bach,Hv-17818,6660BC - 5910BC,Cymru,Ynys Môn,Mawn,[Heb ei gofnodi],Astudiaeth baleoamgylcheddol o dyddodion arfordirol.,,N
Malltraeth Tregarnedd Bach,Hv-17819,6410BC - 5890BC,Wales,Isle of Anglesey,Peat,[Not recorded],Palaeoenvironmental study of coastal deposits.,,N,,Malltraeth Tregarnedd Bach,Hv-17819,6410BC - 5890BC,Cymru,Ynys Môn,Mawn,[Heb ei gofnodi],Astudiaeth baleoamgylcheddol o dyddodion arfordirol.,,N
Malltraeth Tregarnedd Bach,Hv-17820,2880BC - 2290BC,Wales,Isle of Anglesey,Peat,[Not recorded],Palaeoenvironmental study of coastal deposits.,,N,,Malltraeth Tregarnedd Bach,Hv-17820,2880BC - 2290BC,Cymru,Ynys Môn,Mawn,[Heb ei gofnodi],Astudiaeth baleoamgylcheddol o dyddodion arfordirol.,,N
Melin y Plas,Beta-152572,360BC - AD50,Wales,Isle of Anglesey,"Charcoal (willow / poplar, hazel)",[Not recorded],Small group of pits.,,N,,Melin y Plas,Beta-152572,360BC - AD50,Cymru,Ynys Môn,"Golosg (helyg / poplys, coll)",[Heb ei gofnodi],Grŵp bach o byllau.,,N
Melin y Plas,Beta-152573,AD880 - AD1030,Wales,Isle of Anglesey,"Charcoal (hazel, blackthorn)",[Not recorded],"Compact unenclosed farmstead, including several roundhouses.",,N,,Melin y Plas,Beta-152573,AD880 - AD1030,Cymru,Ynys Môn,"Golosg (coll, pren eirin duon)",[Heb ei gofnodi],"Fferm cryno anamgaeedig, gan gynnwys sawl tŷ crwn.",,N
"Melin y Plas, house 1",Beta-156484,40BC - AD140,Wales,Isle of Anglesey,"Charcoal (oak, ash, sapwood)",[Not recorded],Roundhouse.,,N,,"Melin y Plas, tŷ 1",Beta-156484,40BC - AD140,Cymru,Ynys Môn,"Golosg (derw, onn, pren nodd)",[Heb ei gofnodi],Tŷ crwn.,,N
"Melin y Plas, house 2",Beta-152574,AD650 - AD1040,Wales,Isle of Anglesey,"Charcoal (willow / poplar, gorse / broom, oak, birch, hazel, holly, blackthorn)",[Not recorded],Multiphase roundhouse.,,N,,"Melin y Plas, tŷ 2",Beta-152574,AD650 - AD1040,Cymru,Ynys Môn,"Golosg (helyg / poplys, eithin / banadl, derw, bedw, coll, celyn, pren eirin duon)",[Heb ei gofnodi],Tŷ crwn amlgyfnod.,,N
"Melin y Plas, house 2",Beta-156486,20BC - AD240,Wales,Isle of Anglesey,Charcoal (willow / poplar),[Not recorded],Multiphase roundhouse.,,N,,"Melin y Plas, tŷ 2",Beta-156486,20BC - AD240,Cymru,Ynys Môn,Golosg (helyg / poplys),[Heb ei gofnodi],Tŷ crwn amlgyfnod.,,N
"Melin y Plas, house 2",Beta-156654,AD770 - AD1020,Wales,Isle of Anglesey,"Charcoal (cereal, grain)",AMS,Multiphase roundhouse.,,N,,"Melin y Plas, tŷ 2",Beta-156654,AD770 - AD1020,Cymru,Ynys Môn,"Golosg (cereal, grawn)",AMS,Tŷ crwn amlgyfnod.,,N
"Melin y Plas, house 4",Beta-152575,930BC - 800BC,Wales,Isle of Anglesey,"Charcoal (birch, hazel, hawthorn, oak, willow / poplar, gorse / broom)",[Not recorded],Poorly defined structure.,,N,,"Melin y Plas, tŷ 4",Beta-152575,930BC - 800BC,Cymru,Ynys Môn,"Golosg (bedw, coll, draenen, derw, helyg / poplys, eithin / banadl)",[Heb ei gofnodi],Strwythur wedi ei ddiffinio'n wael.,,N
"Melin y Plas, house 5",Beta-152571,AD630 - AD990,Wales,Isle of Anglesey,"Charcoal (alder, birch, hazel, oak, willow / poplar, gorse / broom)",[Not recorded],Multiphase roundhouse.,,N,,"Melin y Plas, tŷ 5",Beta-152571,AD630 - AD990,Cymru,Ynys Môn,"Golosg (gwern, bedw, coll, derw, helyg / poplys, eithin / banadl)",[Heb ei gofnodi],Tŷ crwn amlgyfnod.,,N
"Melin y Plas, house 5",Beta-156485,3350BC - 2910BC,Wales,Isle of Anglesey,"Charcoal (oak, heartwood)",[Not recorded],Multiphase roundhouse.,,N,,"Melin y Plas, tŷ 5",Beta-156485,3350BC - 2910BC,Cymru,Ynys Môn,"Golosg (derw, rhuddin)",[Heb ei gofnodi],Tŷ crwn amlgyfnod.,,N
"Melin y Plas, pit group 14",Beta-152576,1420BC - 1200BC,Wales,Isle of Anglesey,Charcoal,[Not recorded],Isolated pit.,,N,,"Melin y Plas, grŵp pwll 14",Beta-152576,1420BC - 1200BC,Cymru,Ynys Môn,Golosg,[Heb ei gofnodi],Pwll ynysig.,,N
"Mynydd Mwyn, Penymynydd",Beta-280900,3260BC - 2900BC,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Neolithic pit group.,,N,,"Mynydd Mwyn, Penymynydd",Beta-280900,3260BC - 2900BC,Cymru,Ynys Môn,[Heb ei gofnodi],[Heb ei gofnodi],Grŵp pyllau Neolithig.,,N
"Mynydd Mwyn, Penymynydd",Beta-280901,3270BC - 2900BC,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Neolithic pit group.,,N,,"Mynydd Mwyn, Penymynydd",Beta-280901,3270BC - 2900BC,Cymru,Ynys Môn,[Heb ei gofnodi],[Heb ei gofnodi],Grŵp pyllau Neolithig.,,N
Mynydd Parys,BM-2584,2030BC - 1740BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Early mining activity (Ambers et al 1991, 59).",,N,,Mynydd Parys,BM-2584,2030BC - 1740BC,Cymru,Ynys Môn,Golosg,Radiometrig,"Gweithgarwch mwyngloddio cynnar (Ambers et al 1991, 59).",,N
Mynydd Parys,BM-2585,1950BC - 1680BC,Wales,Isle of Anglesey,"Charcoal (oak, mature branchwood)",Radiometric,"Early mining activity (Ambers et al 1991, 59).",,N,,Mynydd Parys,BM-2585,1950BC - 1680BC,Cymru,Ynys Môn,"Golosg (derw, pren cangen aeddfed )",Radiometrig,"Gweithgarwch mwyngloddio cynnar (Ambers et al 1991, 59).",,N
Mynydd Parys,BM-2586,1950BC - 1680BC,Wales,Isle of Anglesey,"Charcoal (oak, mature branchwood)",Radiometric,"Early mining activity (Ambers et al 1991, 59).",,N,,Mynydd Parys,BM-2586,1950BC - 1680BC,Cymru,Ynys Môn,"Golosg (derw, pren cangen aeddfed )",Radiometrig,"Gweithgarwch mwyngloddio cynnar (Ambers et al 1991, 59).",,N
Mynydd Parys,BM-3114,2010BC - 1740BC,Wales,Isle of Anglesey,"Charcoal (oak, branchwood)",Radiometric,Early mining site.,,N,,Mynydd Parys,BM-3114,2010BC - 1740BC,Cymru,Ynys Môn,"Golosg (derw, pren cangen)",Radiometrig,Safle mwyngloddio cynnar.,,N
Mynydd Parys,BM-3115,1690BC - 1390BC,Wales,Isle of Anglesey,"Charcoal (wood, coppiced)",Radiometric,Early mining site.,,N,,Mynydd Parys,BM-3115,1690BC - 1390BC,Cymru,Ynys Môn,"Golosg (pren, wedi ei goedlannu)",Radiometrig,Safle mwyngloddio cynnar.,,N
Mynydd Parys,BM-3116,2190BC - 1740BC,Wales,Isle of Anglesey,"Charcoal (?birch, branchwood)",Radiometric,Early mining site.,,N,,Mynydd Parys,BM-3116,2190BC - 1740BC,Cymru,Ynys Môn,"Golosg (?bedw, pren cangen)",Radiometrig,Safle mwyngloddio cynnar.,,N
Mynydd Parys,Wk-14001,2030BC - 1680BC,Wales,Isle of Anglesey,Wood (coppiced),[Not recorded],Early mining site.,,N,,Mynydd Parys,Wk-14001,2030BC - 1680BC,Cymru,Ynys Môn,Pren (wedi ei goedlannu),[Heb ei gofnodi],Safle mwyngloddio cynnar.,,N
Parc Cybi,Beta-235630,8290BC - 7950BC,Wales,Isle of Anglesey,Peat (silty),AMS,"Palaeoenvironmental study (Batt et al 2011, 213).",,Y,,Parc Cybi,Beta-235630,8290BC - 7950BC,Cymru,Ynys Môn,Mawn (siltaidd),AMS,"Astudiaeth baleoamgylcheddol (Batt et al 2011, 213).",,Y
Parc Cybi,Beta-235631,11490BC - 11180BC,Wales,Isle of Anglesey,Peat (silty),AMS,"Palaeoenvironmental study (Batt et al 2011, 213).",,Y,,Parc Cybi,Beta-235631,11490BC - 11180BC,Cymru,Ynys Môn,Mawn (siltaidd),AMS,"Astudiaeth baleoamgylcheddol (Batt et al 2011, 213).",,Y
Penymynydd,Beta-152577,AD330 - AD630,Wales,Isle of Anglesey,"Charcoal (oak, heartwood)",[Not recorded],"Several groups of Neolithic features, and some from the late Roman / early medieval period.",,N,,Penymynydd,Beta-152577,AD330 - AD630,Cymru,Ynys Môn,"Golosg (derw, rhuddin)",[Heb ei gofnodi],"Sawl grŵp o nodweddion Neolithig, a rhai o'r cyfnod Rhufeinig hwyr / canoloesol cynnar.",,N
Penymynydd,Beta-152578,1950BC - 1610BC,Wales,Isle of Anglesey,"Charcoal (oak, heartwood)",[Not recorded],"Several groups of Neolithic features, and some from the late Roman / early medieval period.",,N,,Penymynydd,Beta-152578,1950BC - 1610BC,Cymru,Ynys Môn,"Golosg (derw, rhuddin)",[Heb ei gofnodi],"Sawl grŵp o nodweddion Neolithig, a rhai o'r cyfnod Rhufeinig hwyr / canoloesol cynnar.",,N
Penymynydd,Beta-152579,3950BC - 3630BC,Wales,Isle of Anglesey,Charcoal,[Not recorded],"Several groups of Neolithic features, and some from the late Roman / early medieval period.",,N,,Penymynydd,Beta-152579,3950BC - 3630BC,Cymru,Ynys Môn,Golosg,[Heb ei gofnodi],"Sawl grŵp o nodweddion Neolithig, a rhai o'r cyfnod Rhufeinig hwyr / canoloesol cynnar.",,N
Penymynydd,Beta-153885,AD120 - AD540,Wales,Isle of Anglesey,Charcoal,[Not recorded],"Several groups of Neolithic features, and some from the late Roman / early medieval period.",,N,,Penymynydd,Beta-153885,AD120 - AD540,Cymru,Ynys Môn,Golosg,[Heb ei gofnodi],"Sawl grŵp o nodweddion Neolithig, a rhai o'r cyfnod Rhufeinig hwyr / canoloesol cynnar.",,N
Penymynydd,Beta-156487,3360BC - 2920BC,Wales,Isle of Anglesey,Charcoal,[Not recorded],"Several groups of Neolithic features, and some from the late Roman / early medieval period.",,N,,Penymynydd,Beta-156487,3360BC - 2920BC,Cymru,Ynys Môn,Golosg,[Heb ei gofnodi],"Sawl grŵp o nodweddion Neolithig, a rhai o'r cyfnod Rhufeinig hwyr / canoloesol cynnar.",,N
"Penymynydd, site DA7a",Wk-9556,1220BC - 810BC,Wales,Isle of Anglesey,Charcoal,[Not recorded],Large burnt mound sealing a large pit.,,N,,"Penymynydd, safle DA7a",Wk-9556,1220BC - 810BC,Cymru,Ynys Môn,Golosg,[Heb ei gofnodi],Twmpath llosg mawr yn selio pwll mawr.,,N
Rhydydefaid,SWAN-126,200BC - AD130,Wales,Isle of Anglesey,Charcoal,Radiometric,Stone walled hut.,,N,,Rhydydefaid,SWAN-126,200BC - AD130,Cymru,Ynys Môn,Golosg,Radiometrig,Cwt â muriau cerrig.,,N
Rhydydefaid,SWAN-127,110BC - AD140,Wales,Isle of Anglesey,Charcoal,Radiometric,Stone walled hut.,,N,,Rhydydefaid,SWAN-127,110BC - AD140,Cymru,Ynys Môn,Golosg,Radiometrig,Cwt â muriau cerrig.,,N
Trefignath,HAR-3932,3990BC - 3660BC,Wales,Isle of Anglesey,Charcoal (wood),Radiometric,Multi-phase chambered tomb overlying earlier occupation.,,N,,Trefignath,HAR-3932,3990BC - 3660BC,Cymru,Ynys Môn,Golosg (pren),Radiometrig,Beddrod siambrog amlgyfnod yn gorwedd dros feddiannaeth gynharach.,,N
Trefignath,HAR-3933,410BC - 50BC,Wales,Isle of Anglesey,Charcoal (wood),Radiometric,Multi-phase chambered tomb overlying earlier occupation.,,N,,Trefignath,HAR-3933,410BC - 50BC,Cymru,Ynys Môn,Golosg (pren),Radiometrig,Beddrod siambrog amlgyfnod yn gorwedd dros feddiannaeth gynharach.,,N
Treiorwerth,GrA-19567,1940BC - 1680BC,Wales,Isle of Anglesey,Cremated bone (human),[Not recorded],Bronze Age barrow.,,N,,Treiorwerth,GrA-19567,1940BC - 1680BC,Cymru,Ynys Môn,Asgwrn amlosgedig (dynol),[Heb ei gofnodi],Crug Oes Efydd.,,N
Treiorwerth,GrA-19653,2010BC - 1660BC,Wales,Isle of Anglesey,"Cremated bone (human, two adults)",[Not recorded],Bronze Age barrow.,,N,,Treiorwerth,GrA-19653,2010BC - 1660BC,Cymru,Ynys Môn,"Asgwrn amlosgedig (dynol, dau oedolyn)",[Heb ei gofnodi],Crug Oes Efydd.,,N
Treiorwerth,GrA-19662,2200BC - 1870BC,Wales,Isle of Anglesey,Cremated bone (human),[Not recorded],Bronze Age barrow.,,N,,Treiorwerth,GrA-19662,2200BC - 1870BC,Cymru,Ynys Môn,Asgwrn amlosgedig (dynol),[Heb ei gofnodi],Crug Oes Efydd.,,N
Treiorwerth,GrA-19663,2010BC - 1660BC,Wales,Isle of Anglesey,Cremated bone (human),[Not recorded],Bronze Age barrow.,,N,,Treiorwerth,GrA-19663,2010BC - 1660BC,Cymru,Ynys Môn,Asgwrn amlosgedig (dynol),[Heb ei gofnodi],Crug Oes Efydd.,,N
Trwyn Du,HAR-1193,7330BC - 6500BC,Wales,Isle of Anglesey,"Charcoal (hazel, nutshell)",Radiometric,Mesolithic occupation below a Bronze Age cairn.,,N,,Trwyn Du,HAR-1193,7330BC - 6500BC,Cymru,Ynys Môn,"Golosg (coll, masgl)",Radiometrig,Meddiannaeth Fesolithig islaw carn Oes Efydd.,,N
Trwyn Du,HAR-1194,7800BC - 7510BC,Wales,Isle of Anglesey,"Charcoal (hazel, nutshell)",Radiometric,"Mesolithic occupation below a Bronze Age cairn (White 1978, 16).",,N,,Trwyn Du,HAR-1194,7800BC - 7510BC,Cymru,Ynys Môn,"Golosg (coll, masgl)",Radiometrig,"Meddiannaeth Fesolithig islaw carn Oes Efydd (White 1978, 16).",,N
Trwyn Du,Q-1385,8230BC - 7450BC,Wales,Isle of Anglesey,"Charcoal (hazel, nutshell)",[Not recorded],"Mesolithic occupation below a Bronze Age cairn (White 1978, 16).",,N,,Trwyn Du,Q-1385,8230BC - 7450BC,Cymru,Ynys Môn,"Golosg (coll, masgl)",[Heb ei gofnodi],"Meddiannaeth Fesolithig islaw carn Oes Efydd (White 1978, 16).",,N
Ty Mawr,Beta-152580,4320BC - 3350BC,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Neolithic pottery and a ring ditch overlain by a probably early medieval cemetery.,,N,,Ty Mawr,Beta-152580,4320BC - 3350BC,Cymru,Ynys Môn,[Heb ei gofnodi],[Heb ei gofnodi],Crochenwaith Neolithig a ffos gron wedi ei orchuddio gan fynwent canoloesol cynnar tebygol.,,N
Ty Mawr,Beta-152581,1190BC - 890BC,Wales,Isle of Anglesey,"Charcoal (gorse / broom, and other species)",[Not recorded],Neolithic pottery and a ring ditch overlain by a probably early medieval cemetery.,,N,,Ty Mawr,Beta-152581,1190BC - 890BC,Cymru,Ynys Môn,"Golosg (eithin / banadl, a rhywogaethau eraill)",[Heb ei gofnodi],Crochenwaith Neolithig a ffos gron wedi ei orchuddio gan fynwent canoloesol cynnar tebygol.,,N
Ty Mawr,Beta-152582,3650BC - 3020BC,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Neolithic pottery and a ring ditch overlain by a probably early medieval cemetery.,,N,,Ty Mawr,Beta-152582,3650BC - 3020BC,Cymru,Ynys Môn,[Heb ei gofnodi],[Heb ei gofnodi],Crochenwaith Neolithig a ffos gron wedi ei orchuddio gan fynwent canoloesol cynnar tebygol.,,N
Ty Mawr,Beta-152584,4840BC - 4680BC,Wales,Isle of Anglesey,Charcoal,[Not recorded],Neolithic pottery and a ring ditch overlain by a probably early medieval cemetery.,,N,,Ty Mawr,Beta-152584,4840BC - 4680BC,Cymru,Ynys Môn,Golosg,[Heb ei gofnodi],Crochenwaith Neolithig a ffos gron wedi ei orchuddio gan fynwent canoloesol cynnar tebygol.,,N
Ty Mawr,Beta-152585,4940BC - 4620BC,Wales,Isle of Anglesey,Charcoal,[Not recorded],Neolithic pottery and a ring ditch overlain by a probably early medieval cemetery.,,N,,Ty Mawr,Beta-152585,4940BC - 4620BC,Cymru,Ynys Môn,Golosg,[Heb ei gofnodi],Crochenwaith Neolithig a ffos gron wedi ei orchuddio gan fynwent canoloesol cynnar tebygol.,,N
Ty Mawr,Beta-156488,4040BC - 3770BC,Wales,Isle of Anglesey,"Charcoal (oak, heartwood)",[Not recorded],Neolithic pottery and a ring ditch overlain by a probably early medieval cemetery.,,N,,Ty Mawr,Beta-156488,4040BC - 3770BC,Cymru,Ynys Môn,"Golosg (derw, rhuddin)",[Heb ei gofnodi],Crochenwaith Neolithig a ffos gron wedi ei orchuddio gan fynwent canoloesol cynnar tebygol.,,N
Ty Mawr,Beta-156489,3500BC - 3090BC,Wales,Isle of Anglesey,"Charcoal (oak, heartwood)",[Not recorded],Neolithic pottery and a ring ditch overlain by a probably early medieval cemetery.,,N,,Ty Mawr,Beta-156489,3500BC - 3090BC,Cymru,Ynys Môn,"Golosg (derw, rhuddin)",[Heb ei gofnodi],Crochenwaith Neolithig a ffos gron wedi ei orchuddio gan fynwent canoloesol cynnar tebygol.,,N
Ty Mawr,Beta-156490,4050BC - 3790BC,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Neolithic pottery and a ring ditch overlain by a probably early medieval cemetery.,,N,,Ty Mawr,Beta-156490,4050BC - 3790BC,Cymru,Ynys Môn,[Heb ei gofnodi],[Heb ei gofnodi],Crochenwaith Neolithig a ffos gron wedi ei orchuddio gan fynwent canoloesol cynnar tebygol.,,N
Ty Mawr,Beta-156665,4800BC - 4450BC,Wales,Isle of Anglesey,Charcoal,[Not recorded],Neolithic pottery and a ring ditch overlain by a probably early medieval cemetery.,,N,,Ty Mawr,Beta-156665,4800BC - 4450BC,Cymru,Ynys Môn,Golosg,[Heb ei gofnodi],Crochenwaith Neolithig a ffos gron wedi ei orchuddio gan fynwent canoloesol cynnar tebygol.,,N
"Ty Mawr, building S",HAR-5403,890BC - 400BC,Wales,Isle of Anglesey,Shell (marine),Radiometric,Group of over 50 stone-built hut circles.,,N,,"Ty Mawr, adeilad S",HAR-5403,890BC - 400BC,Cymru,Ynys Môn,Cragen (forol),Radiometrig,Grŵp o fwy na 50 o gylchoedd cwt wedi eu codi o gerrig.,,N
"Ty Mawr, building S",HAR-5404,800BC - 380BC,Wales,Isle of Anglesey,Shell (marine),Radiometric,Group of over 50 stone-built hut circles.,,N,,"Ty Mawr, adeilad S",HAR-5404,800BC - 380BC,Cymru,Ynys Môn,Cragen (forol),Radiometrig,Grŵp o fwy na 50 o gylchoedd cwt wedi eu codi o gerrig.,,N
"Ty Mawr, building T1",HAR-4694,2920BC - 2490BC,Wales,Isle of Anglesey,Charcoal,Radiometric,Group of over 50 stone-built hut circles.,,N,,"Ty Mawr, adeilad T1",HAR-4694,2920BC - 2490BC,Cymru,Ynys Môn,Golosg,Radiometrig,Grŵp o fwy na 50 o gylchoedd cwt wedi eu codi o gerrig.,,N
"Ty Mawr, building T1",HAR-4695,2580BC - 2130BC,Wales,Isle of Anglesey,Charcoal,Radiometric,Group of over 50 stone-built hut circles.,,N,,"Ty Mawr, adeilad T1",HAR-4695,2580BC - 2130BC,Cymru,Ynys Môn,Golosg,Radiometrig,Grŵp o fwy na 50 o gylchoedd cwt wedi eu codi o gerrig.,,N
"Ty Mawr, building T1",HAR-7081,AD400 - AD800,Wales,Isle of Anglesey,Charcoal (plant remains),Radiometric,Group of over 50 stone-built hut circles.,,N,,"Ty Mawr, adeilad T1",HAR-7081,AD400 - AD800,Cymru,Ynys Môn,Golosg (olion planhigion),Radiometrig,Grŵp o fwy na 50 o gylchoedd cwt wedi eu codi o gerrig.,,N
"Ty Mawr, building T3",HAR-5730,AD420 - AD770,Wales,Isle of Anglesey,Charcoal,Radiometric,Group of over 50 stone-built hut circles.,,N,,"Ty Mawr, adeilad T3",HAR-5730,AD420 - AD770,Cymru,Ynys Môn,Golosg,Radiometrig,Grŵp o fwy na 50 o gylchoedd cwt wedi eu codi o gerrig.,,N
"Ty Mawr, building T4",HAR-5731,AD430 - AD770,Wales,Isle of Anglesey,Charcoal,Radiometric,Group of over 50 stone-built hut circles.,,N,,"Ty Mawr, adeilad T4",HAR-5731,AD430 - AD770,Cymru,Ynys Môn,Golosg,Radiometrig,Grŵp o fwy na 50 o gylchoedd cwt wedi eu codi o gerrig.,,N
"Ty Mawr, building T4",HAR-6684,AD130 - AD550,Wales,Isle of Anglesey,Charcoal (plant remains),Radiometric,Group of over 50 stone-built hut circles.,,N,,"Ty Mawr, adeilad T4",HAR-6684,AD130 - AD550,Cymru,Ynys Môn,Golosg (olion planhigion),Radiometrig,Grŵp o fwy na 50 o gylchoedd cwt wedi eu codi o gerrig.,,N
"Ty Mawr, building T4",HAR-6803,AD410 - AD970,Wales,Isle of Anglesey,Charcoal (plant remains),Radiometric,Group of over 50 stone-built hut circles.,,N,,"Ty Mawr, adeilad T4",HAR-6803,AD410 - AD970,Cymru,Ynys Môn,Golosg (olion planhigion),Radiometrig,Grŵp o fwy na 50 o gylchoedd cwt wedi eu codi o gerrig.,,N
Ty'n Lon,CAR-1212,1620BC - 1260BC,Wales,Isle of Anglesey,"Wood (alder and hazel, twigs)",Radiometric,Mesolithic and Neolithic lithic scatter.,,N,,Ty'n Lon,CAR-1212,1620BC - 1260BC,Cymru,Ynys Môn,"Pren (gwern a choll, brigynnau)",Radiometrig,Gwasgariad lithig Mesolithig a Neolithig.,,N
Tywyn y Capel,Beta-121648,AD990 - AD1270,Wales,Isle of Anglesey,"Bone (human, female 20 - 25 years old)",[Not recorded],Excavation of the site of a former chapel and cemetery.,,N,,Tywyn y Capel,Beta-121648,AD990 - AD1270,Cymru,Ynys Môn,"Asgwrn (dynol, benyw 20 - 25 blwydd oed)",[Heb ei gofnodi],Cloddiad safle cyn gapel a mynwent.,,N
Tywyn y Capel,Beta-121649,AD540 - AD890,Wales,Isle of Anglesey,"Bone (human, 6 - 7 years old)",[Not recorded],Excavation of the site of a former chapel and cemetery.,,N,,Tywyn y Capel,Beta-121649,AD540 - AD890,Cymru,Ynys Môn,"Asgwrn (dynol, 6 - 7 blwydd oed)",[Heb ei gofnodi],Cloddiad safle cyn gapel a mynwent.,,N
Tywyn y Capel,Beta-194907,AD680 - AD990,Wales,Isle of Anglesey,Bone (human),[Not recorded],Excavation of the site of a former chapel and cemetery.,,N,,Tywyn y Capel,Beta-194907,AD680 - AD990,Cymru,Ynys Môn,Asgwrn (dynol),[Heb ei gofnodi],Cloddiad safle cyn gapel a mynwent.,,N
Tywyn y Capel,Beta-194908,AD650 - AD900,Wales,Isle of Anglesey,Bone (human),[Not recorded],Excavation of the site of a former chapel and cemetery.,,N,,Tywyn y Capel,Beta-194908,AD650 - AD900,Cymru,Ynys Môn,Asgwrn (dynol),[Heb ei gofnodi],Cloddiad safle cyn gapel a mynwent.,,N
Tywyn y Capel,Beta-194909,AD710 - AD1030,Wales,Isle of Anglesey,Bone (human),[Not recorded],Excavation of the site of a former chapel and cemetery.,,N,,Tywyn y Capel,Beta-194909,AD710 - AD1030,Cymru,Ynys Môn,Asgwrn (dynol),[Heb ei gofnodi],Cloddiad safle cyn gapel a mynwent.,,N
Tywyn y Capel,Beta-194910,AD650 - AD880,Wales,Isle of Anglesey,Bone (human),[Not recorded],Excavation of the site of a former chapel and cemetery.,,N,,Tywyn y Capel,Beta-194910,AD650 - AD880,Cymru,Ynys Môn,Asgwrn (dynol),[Heb ei gofnodi],Cloddiad safle cyn gapel a mynwent.,,N
Tywyn y Capel,Beta-204435,AD540 - AD660,Wales,Isle of Anglesey,Charcoal,AMS,Excavation of the site of a former chapel and cemetery.,,Y,,Tywyn y Capel,Beta-204435,AD540 - AD660,Cymru,Ynys Môn,Golosg,AMS,Cloddiad safle cyn gapel a mynwent.,,Y
Tywyn y Capel,KIA-31023,AD770 - AD980,Wales,Isle of Anglesey,Bone (human),[Not recorded],Excavation of the site of a former chapel and cemetery.,,N,,Tywyn y Capel,KIA-31023,AD770 - AD980,Cymru,Ynys Môn,Asgwrn (dynol),[Heb ei gofnodi],Cloddiad safle cyn gapel a mynwent.,,N
Tywyn y Capel,KIA-31024,AD680 - AD890,Wales,Isle of Anglesey,Bone (human),[Not recorded],Excavation of the site of a former chapel and cemetery.,,N,,Tywyn y Capel,KIA-31024,AD680 - AD890,Cymru,Ynys Môn,Asgwrn (dynol),[Heb ei gofnodi],Cloddiad safle cyn gapel a mynwent.,,N
Tywyn y Capel,KIA-31025 [lab code repeated 1],AD660 - AD780,Wales,Isle of Anglesey,Bone (human),[Not recorded],Excavation of the site of a former chapel and cemetery.,,N,,Tywyn y Capel,KIA-31025 [lab code repeated 1],AD660 - AD780,Cymru,Ynys Môn,Asgwrn (dynol),[Heb ei gofnodi],Cloddiad safle cyn gapel a mynwent.,,N
Tywyn y Capel,KIA-31025 [lab code repeated 2],AD670 - AD780,Wales,Isle of Anglesey,Bone (human),[Not recorded],Excavation of the site of a former chapel and cemetery.,,N,,Tywyn y Capel,KIA-31025 [lab code repeated 2],AD670 - AD780,Cymru,Ynys Môn,Asgwrn (dynol),[Heb ei gofnodi],Cloddiad safle cyn gapel a mynwent.,,N
"Waen Hir, site c14b",Wk-9550,1890BC - 1050BC,Wales,Isle of Anglesey,"Charcoal (ash, hazel / alder, hazel)",[Not recorded],20m diameter spread of burnt stone with 7m diameter core of mound and associated pits.,,N,,"Waen Hir, safle c14b",Wk-9550,1890BC - 1050BC,Cymru,Ynys Môn,"Golosg (onn, coll / gwern, coll)",[Heb ei gofnodi],Lledaeniad 20m diametr o garreg losg gyda chraidd 7m diametr o dwmpath a phyllau cysylltiedig.,,N
"Waen Hir, site c14c",Wk-9549,1130BC - 820BC,Wales,Isle of Anglesey,"Charcoal (birch, hazel)",[Not recorded],Burnt mound with associated pits.,,N,,"Waen Hir, safle c14c",Wk-9549,1130BC - 820BC,Cymru,Ynys Môn,"Golosg (bedw, coll)",[Heb ei gofnodi],Twmpath llosg gyda phyllau cysylltiedig.,,N
"Aber, AV08.1",Beta-246691,AD1050 - AD1280,Wales,Gwynedd,[Not recorded],[Not recorded],Palaeoenvironmental study of a 2.24m deep core in a mire site.,,N,,"Aber, AV08.1",Beta-246691,AD1050 - AD1280,Cymru,Gwynedd,[Heb ei gofnodi],[Heb ei gofnodi],Astudiaeth baleoamgylcheddol o graidd 2.24m o ddyfnder ar safle cors.,,N
